benchmark,cluster,ddrfreq,cpufreq,cpu_cycles,inst_retired,l1i_cache_refill,l1d_cache_refill,l2d_cache_refill,l3d_cache_refill,ll_cache_miss_rd,time_run,time_enabled
random_copy_26_9,0,1968000000,600000,2932210000.0,942655000.0,358,39224900.0,40050200.0,33937100.0,33937100.0,4979650000.0,4979650000.0
random_copy_26_9,0,1968000000,816000,3933170000.0,1118670000.0,376,46553800.0,47523500.0,39999700.0,39999700.0,4977850000.0,4977850000.0
random_copy_26_9,0,1968000000,1008000,4899330000.0,1239540000.0,384,51587100.0,52659000.0,44611300.0,44611300.0,4979380000.0,4979380000.0
random_copy_26_9,0,1968000000,1200000,6028700000.0,1363870000.0,411,56767600.0,57941100.0,48675100.0,48675100.0,4985450000.0,4985450000.0
random_copy_26_9,0,1968000000,1416000,6950010000.0,1438200000.0,404,59865400.0,61096900.0,51393800.0,51393800.0,4986550000.0,4986550000.0
random_copy_26_9,0,1968000000,1608000,7981340000.0,1516760000.0,413,63131100.0,64434000.0,53968200.0,53968200.0,4986370000.0,4986370000.0
random_copy_26_9,0,1968000000,1800000,8935750000.0,1569720000.0,460,65336400.0,66683900.0,55956100.0,55956100.0,4980180000.0,4980180000.0
random_copy_26_9,0,2400000000,408000,1887970000.0,723424000.0,2774,30044300.0,30721800.0,26243200.0,26243200.0,4919200000.0,4919200000.0
random_copy_26_9,0,2400000000,600000,2930200000.0,991778000.0,342,41185500.0,42134500.0,35574900.0,35574900.0,4976070000.0,4976070000.0
random_copy_26_9,0,2400000000,816000,3937200000.0,1185860000.0,427,49239800.0,50380100.0,42379400.0,42379400.0,4983760000.0,4983760000.0
random_copy_26_9,0,2400000000,1008000,4903660000.0,1334030000.0,423,55518200.0,56674100.0,47511000.0,47511000.0,4983850000.0,4983850000.0
random_copy_26_9,0,2400000000,1200000,6022120000.0,1471990000.0,442,61114000.0,62531000.0,52415400.0,52415400.0,4980090000.0,4980090000.0
random_copy_26_9,0,2400000000,1416000,6938850000.0,1560430000.0,419,64802400.0,66290000.0,55712100.0,55712000.0,4978330000.0,4978330000.0
random_copy_26_9,0,2400000000,1608000,7982820000.0,1655010000.0,466,68891800.0,70307100.0,58855800.0,58855800.0,4987580000.0,4987580000.0
random_copy_26_9,0,2400000000,1800000,8925050000.0,1715390000.0,444,71389100.0,72871600.0,61000400.0,61000400.0,4974110000.0,4974110000.0
random_copy_26_9,1,534000000,408000,1964100000.0,1648370000.0,38,65920000.0,69867100.0,59002900.0,59002900.0,4987830000.0,4987830000.0
random_copy_26_9,1,534000000,600000,2947980000.0,1790430000.0,39,71600800.0,75887200.0,64012700.0,64012700.0,4986350000.0,4986350000.0
random_copy_26_9,1,534000000,816000,3847120000.0,2024380000.0,49,80957100.0,85828100.0,72236800.0,72236800.0,4977040000.0,4977040000.0
random_copy_26_9,1,534000000,1008000,4791070000.0,2293850000.0,41,91734500.0,97228700.0,81850900.0,81850900.0,4978750000.0,4978750000.0
random_copy_26_9,1,534000000,1200000,5725870000.0,2361580000.0,44,94444900.0,100095000.0,84250100.0,84250000.0,4986030000.0,4986030000.0
random_copy_26_9,1,534000000,1416000,6932980000.0,2441180000.0,53,97627100.0,103464000.0,86900400.0,86900400.0,4986170000.0,4986170000.0
random_copy_26_9,1,534000000,1608000,8023820000.0,2520230000.0,50,100788000.0,106807000.0,89666200.0,89666200.0,4988150000.0,4988150000.0
random_copy_26_9,1,534000000,1800000,9051110000.0,2553440000.0,52,102117000.0,108230000.0,91002300.0,91002300.0,4977370000.0,4977370000.0
random_copy_26_9,1,534000000,2016000,9967190000.0,2586630000.0,55,103446000.0,109655000.0,92224700.0,92224700.0,4988760000.0,4988760000.0
random_copy_26_9,1,534000000,2208000,11039600000.0,2636750000.0,61,105449000.0,111762000.0,94608700.0,94608700.0,4973870000.0,4973870000.0
random_copy_26_9,1,534000000,2352000,11533100000.0,2690430000.0,56,107595000.0,114035000.0,96322500.0,96322500.0,4985030000.0,4985030000.0
random_copy_26_9,1,1320000000,408000,1962220000.0,2056560000.0,57,82245500.0,87179700.0,73236300.0,73236200.0,4984140000.0,4984140000.0
random_copy_26_9,1,1320000000,600000,2940000000.0,2481260000.0,51,99231200.0,105165000.0,88207800.0,88207700.0,4972050000.0,4972050000.0
random_copy_26_9,1,1320000000,816000,3845890000.0,2947410000.0,53,117874000.0,124938000.0,104579000.0,104579000.0,4975660000.0,4975660000.0
random_copy_26_9,1,1320000000,1008000,4800390000.0,3401480000.0,60,136035000.0,144191000.0,120849000.0,120849000.0,4988950000.0,4988950000.0
random_copy_26_9,1,1320000000,1200000,5726240000.0,3624750000.0,50,144964000.0,153661000.0,128532000.0,128532000.0,4986850000.0,4986850000.0
random_copy_26_9,1,1320000000,1416000,6931920000.0,3820890000.0,58,152809000.0,161979000.0,135550000.0,135550000.0,4987060000.0,4987060000.0
random_copy_26_9,1,1320000000,1608000,8014970000.0,3957970000.0,54,158291000.0,167755000.0,140210000.0,140210000.0,4984910000.0,4984910000.0
random_copy_26_9,1,1320000000,1800000,9050170000.0,4133560000.0,54,165313000.0,175218000.0,146573000.0,146573000.0,4980050000.0,4980050000.0
random_copy_26_9,1,1320000000,2016000,9939830000.0,4274740000.0,50,170961000.0,181210000.0,151512000.0,151512000.0,4980890000.0,4980890000.0
random_copy_26_9,1,1320000000,2208000,11055900000.0,4385070000.0,46,175372000.0,185868000.0,156303000.0,156303000.0,4988300000.0,4988300000.0
random_copy_26_9,1,1320000000,2352000,11525500000.0,4473040000.0,58,178890000.0,189596000.0,159260000.0,159260000.0,4989100000.0,4989100000.0
random_copy_26_9,1,1968000000,408000,1960050000.0,1999400000.0,52,79959500.0,84740600.0,71174800.0,71174700.0,4978870000.0,4978870000.0
random_copy_26_9,1,1968000000,600000,2943490000.0,2377740000.0,62,95090600.0,100787000.0,85124800.0,85124800.0,4978450000.0,4978450000.0
random_copy_26_9,1,1968000000,816000,3850380000.0,2824130000.0,64,112944000.0,119717000.0,100713000.0,100713000.0,4981550000.0,4981550000.0
random_copy_26_9,1,1968000000,1008000,4796300000.0,3201610000.0,59,128041000.0,135722000.0,113608000.0,113608000.0,4984740000.0,4984740000.0
random_copy_26_9,1,1968000000,1200000,5726520000.0,3358450000.0,63,134313000.0,142352000.0,119292000.0,119292000.0,4986760000.0,4986760000.0
random_copy_26_9,1,1968000000,1416000,6913230000.0,3612940000.0,62,144492000.0,153143000.0,128250000.0,128250000.0,4974540000.0,4974540000.0
random_copy_26_9,1,1968000000,1608000,8002750000.0,3673240000.0,51,146903000.0,155686000.0,130401000.0,130401000.0,4977320000.0,4977320000.0
random_copy_26_9,1,1968000000,1800000,9033740000.0,3863190000.0,56,154500000.0,163756000.0,142947000.0,142947000.0,4974990000.0,4974990000.0
random_copy_26_9,1,1968000000,2016000,9950400000.0,3995450000.0,52,159789000.0,169348000.0,141525000.0,141525000.0,4986160000.0,4986160000.0
random_copy_26_9,1,1968000000,2208000,11046700000.0,4070910000.0,55,162808000.0,172555000.0,145121000.0,145121000.0,4984630000.0,4984630000.0
random_copy_26_9,1,1968000000,2352000,11492600000.0,4109470000.0,55,164350000.0,174180000.0,146558000.0,146558000.0,4975320000.0,4975320000.0
random_copy_26_9,1,2400000000,408000,1959720000.0,2160220000.0,52,86392000.0,91566900.0,77034700.0,77034700.0,4976150000.0,4976150000.0
random_copy_26_9,1,2400000000,600000,2947660000.0,2583730000.0,58,103329000.0,109528000.0,92076400.0,92076400.0,4984590000.0,4984590000.0
random_copy_26_9,1,2400000000,816000,3845730000.0,2959110000.0,55,118342000.0,125433000.0,105288000.0,105288000.0,4975290000.0,4975290000.0
random_copy_26_9,1,2400000000,1008000,4789520000.0,3453390000.0,58,138111000.0,146400000.0,122861000.0,122861000.0,4977790000.0,4977790000.0
random_copy_26_9,1,2400000000,1200000,5728420000.0,3592230000.0,54,143665000.0,152266000.0,127623000.0,127623000.0,4988780000.0,4988780000.0
random_copy_26_9,1,2400000000,1416000,6921520000.0,3894960000.0,61,155771000.0,165095000.0,138122000.0,138122000.0,4980660000.0,4980660000.0
random_copy_26_9,1,2400000000,1608000,8002710000.0,4050060000.0,59,161974000.0,171682000.0,143680000.0,143679000.0,4978660000.0,4978660000.0
random_copy_26_9,1,2400000000,1800000,9043020000.0,4212680000.0,57,168478000.0,178560000.0,149224000.0,149224000.0,4978610000.0,4978610000.0
random_copy_26_9,1,2400000000,2016000,9931590000.0,4396780000.0,55,175841000.0,186362000.0,155616000.0,155616000.0,4979340000.0,4979340000.0
random_copy_26_9,1,2400000000,2208000,11044600000.0,4437440000.0,54,177467000.0,188128000.0,158177000.0,158177000.0,4986380000.0,4986380000.0
random_copy_26_9,1,2400000000,2352000,11517400000.0,4498290000.0,58,179900000.0,190665000.0,160369000.0,160369000.0,4989290000.0,4989290000.0
random_copy_29_5,0,534000000,408000,476504000.0,319920000.0,134520,8686240.0,7456030.0,572.0,572.0,4969270000.0,4969270000.0
random_copy_29_5,0,534000000,600000,906301000.0,456211000.0,169759,13201000.0,10891500.0,3233720.0,3233720.0,4974850000.0,4974850000.0
random_copy_29_5,0,534000000,816000,1473600000.0,566040000.0,193000,16251500.0,14440900.0,6695320.0,6695320.0,4970940000.0,4970940000.0
random_copy_29_5,0,534000000,1008000,2084550000.0,652301000.0,209999,18494300.0,16045200.0,9509700.0,9509700.0,4970940000.0,4970940000.0
random_copy_29_5,0,534000000,1200000,3268700000.0,802398000.0,200737,23076200.0,23129800.0,17689500.0,17689500.0,4978180000.0,4978180000.0
random_copy_29_5,0,534000000,1416000,4295330000.0,897353000.0,187849,26668400.0,29396500.0,23683700.0,23683700.0,4967430000.0,4967430000.0
random_copy_29_5,0,534000000,1608000,5467350000.0,988511000.0,175373,29652300.0,34221600.0,29304100.0,29304100.0,4977670000.0,4977670000.0
random_copy_29_5,0,534000000,1800000,6564210000.0,1044050000.0,163573,31696000.0,37394800.0,33106300.0,33106300.0,4983640000.0,4983640000.0
random_copy_29_5,0,1320000000,408000,481032000.0,321426000.0,134666,8877290.0,7905940.0,685.0,685.0,4974080000.0,4974080000.0
random_copy_29_5,0,1320000000,600000,828395000.0,482922000.0,177120,13650300.0,11801500.0,4218700.0,4218700.0,4985070000.0,4985070000.0
random_copy_29_5,0,1320000000,816000,1264430000.0,628820000.0,209580,17763300.0,16753000.0,8668540.0,8668540.0,4982260000.0,4982260000.0
random_copy_29_5,0,1320000000,1008000,2046960000.0,849270000.0,214473,24781900.0,25965300.0,18645500.0,18645500.0,4970840000.0,4970840000.0
random_copy_29_5,0,1320000000,1200000,3334850000.0,1152940000.0,199558,34445600.0,40754600.0,34287400.0,34287400.0,4978230000.0,4978230000.0
random_copy_29_5,0,1320000000,1416000,4382910000.0,1344900000.0,185572,40500700.0,49097900.0,44531900.0,44531900.0,4974940000.0,4974940000.0
random_copy_29_5,0,1320000000,1608000,5566540000.0,1531850000.0,171868,46124200.0,58452700.0,54580500.0,54580500.0,4979910000.0,4979910000.0
random_copy_29_5,0,1320000000,1800000,6650640000.0,1680040000.0,159471,51467700.0,67305100.0,63243000.0,63243000.0,4981400000.0,4981400000.0
random_copy_29_5,0,1968000000,408000,475535000.0,324558000.0,137243,8868580.0,7645960.0,626.0,626.0,4978990000.0,4978990000.0
random_copy_29_5,0,1968000000,600000,838341000.0,479343000.0,175848,13256400.0,11851900.0,4106890.0,4106890.0,4978390000.0,4978390000.0
random_copy_29_5,0,1968000000,816000,1301260000.0,617275000.0,206422,17490400.0,15226400.0,8174030.0,8174030.0,4981360000.0,4981360000.0
random_copy_29_5,0,1968000000,1008000,2046690000.0,810818000.0,214842,23551300.0,24035000.0,16738700.0,16738700.0,4975810000.0,4975810000.0
random_copy_29_5,0,1968000000,1200000,3330860000.0,1090570000.0,198833,32124100.0,36632100.0,31254300.0,31254300.0,4979090000.0,4979090000.0
random_copy_29_5,0,1968000000,1416000,4366390000.0,1267580000.0,186972,38630700.0,46618000.0,41025100.0,41025100.0,4974900000.0,4974900000.0
random_copy_29_5,0,1968000000,1608000,5553090000.0,1434160000.0,174025,43690900.0,55075600.0,50210200.0,50210200.0,4984820000.0,4984820000.0
random_copy_29_5,0,1968000000,1800000,6654730000.0,1554450000.0,158800,47160000.0,60393200.0,57231300.0,57231300.0,4976160000.0,4976160000.0
random_copy_29_5,0,2400000000,408000,474993000.0,324852000.0,136663,8844470.0,7705300.0,458.0,458.0,4982400000.0,4982400000.0
random_copy_29_5,0,2400000000,600000,834115000.0,482174000.0,176920,13456400.0,11608200.0,4054630.0,4054630.0,4982780000.0,4982780000.0
random_copy_29_5,0,2400000000,816000,1258880000.0,628782000.0,209253,17795800.0,16718100.0,8796930.0,8796930.0,4978450000.0,4978450000.0
random_copy_29_5,0,2400000000,1008000,2059460000.0,850679000.0,214684,24646200.0,24872200.0,18621400.0,18621400.0,4969180000.0,4969180000.0
random_copy_29_5,0,2400000000,1200000,3338710000.0,1165570000.0,198762,34736000.0,41402300.0,35035200.0,35035200.0,4978120000.0,4978120000.0
random_copy_29_5,0,2400000000,1416000,4373170000.0,1355230000.0,181709,40666300.0,50048800.0,45614000.0,45614000.0,4929550000.0,4929550000.0
random_copy_29_5,0,2400000000,1608000,5573470000.0,1554560000.0,172318,46947700.0,59593200.0,55670500.0,55670500.0,4984100000.0,4984100000.0
random_copy_29_5,0,2400000000,1800000,6659970000.0,1702280000.0,159071,52197300.0,68207800.0,64212400.0,64212400.0,4978900000.0,4978900000.0
random_copy_29_5,1,534000000,408000,588775000.0,820498000.0,112,28121400.0,8754450.0,23766300.0,23766300.0,4970700000.0,4970700000.0
random_copy_29_5,1,534000000,600000,1570910000.0,1598670000.0,188,51963800.0,33647500.0,81214400.0,81214400.0,4989180000.0,4989180000.0
random_copy_29_5,1,534000000,816000,2521860000.0,2626790000.0,113,89324000.0,69209800.0,156117000.0,156117000.0,4973440000.0,4973440000.0
random_copy_29_5,1,534000000,1008000,3548430000.0,2784980000.0,78,94394400.0,73093400.0,170976000.0,170976000.0,4950980000.0,4950980000.0
random_copy_29_5,1,534000000,1200000,4523300000.0,3185460000.0,78,108758000.0,89206800.0,201429000.0,201429000.0,4962100000.0,4962100000.0
random_copy_29_5,1,534000000,1416000,5752070000.0,3579290000.0,73,122764000.0,105309000.0,231603000.0,231603000.0,4979970000.0,4979970000.0
random_copy_29_5,1,534000000,1608000,6857910000.0,3606520000.0,63,122923000.0,106761000.0,235697000.0,235697000.0,4967950000.0,4967950000.0
random_copy_29_5,1,534000000,1800000,7933550000.0,3757620000.0,129,128965000.0,113383000.0,247053000.0,247053000.0,4986960000.0,4986960000.0
random_copy_29_5,1,534000000,2016000,8843650000.0,3899020000.0,78,133436000.0,118093000.0,257568000.0,257568000.0,4986710000.0,4986710000.0
random_copy_29_5,1,534000000,2208000,9903610000.0,4177810000.0,73,143586000.0,129815000.0,278050000.0,278050000.0,4977020000.0,4977020000.0
random_copy_29_5,1,534000000,2352000,10372300000.0,3842290000.0,65,131309000.0,115162000.0,254970000.0,254970000.0,4974510000.0,4974510000.0
random_copy_29_5,1,1320000000,408000,694348000.0,1081680000.0,218,37125800.0,12557100.0,42752400.0,42752400.0,4977400000.0,4977400000.0
random_copy_29_5,1,1320000000,600000,1721820000.0,2274310000.0,108,74606000.0,49039700.0,129491000.0,129491000.0,4983870000.0,4983870000.0
random_copy_29_5,1,1320000000,816000,2746260000.0,3474940000.0,178,117109000.0,84481300.0,216479000.0,216479000.0,4976870000.0,4976870000.0
random_copy_29_5,1,1320000000,1008000,3868160000.0,4815610000.0,107,162048000.0,122936000.0,315008000.0,315008000.0,4977610000.0,4977610000.0
random_copy_29_5,1,1320000000,1200000,4885440000.0,5098530000.0,56,169979000.0,138063000.0,337566000.0,337566000.0,4988770000.0,4988770000.0
random_copy_29_5,1,1320000000,1416000,6145590000.0,6343620000.0,84,214396000.0,178885000.0,427318000.0,427317000.0,4981590000.0,4981590000.0
random_copy_29_5,1,1320000000,1608000,7334080000.0,7519990000.0,73,255738000.0,228782000.0,511260000.0,511260000.0,4990610000.0,4990610000.0
random_copy_29_5,1,1320000000,1800000,8441180000.0,6987360000.0,86,236801000.0,204737000.0,475539000.0,475539000.0,4960670000.0,4960670000.0
random_copy_29_5,1,1320000000,2016000,9418110000.0,7841480000.0,73,269249000.0,235422000.0,536670000.0,536670000.0,4978860000.0,4978860000.0
random_copy_29_5,1,1320000000,2208000,10575700000.0,7550330000.0,56,257770000.0,226195000.0,517440000.0,517440000.0,4983030000.0,4983030000.0
random_copy_29_5,1,1320000000,2352000,11056700000.0,8495560000.0,65,289981000.0,270452000.0,583987000.0,583987000.0,4981130000.0,4981130000.0
random_copy_29_5,1,1968000000,408000,674330000.0,1042110000.0,210,35596100.0,12257300.0,39795300.0,39795300.0,4977130000.0,4977130000.0
random_copy_29_5,1,1968000000,600000,1754770000.0,2343480000.0,152,78955900.0,51659200.0,135088000.0,135088000.0,4966460000.0,4966460000.0
random_copy_29_5,1,1968000000,816000,2763720000.0,3910630000.0,114,132068000.0,101145000.0,247826000.0,247826000.0,4979500000.0,4979500000.0
random_copy_29_5,1,1968000000,1008000,3801320000.0,4666610000.0,170,157585000.0,120715000.0,303556000.0,303556000.0,4981000000.0,4981000000.0
random_copy_29_5,1,1968000000,1200000,4796130000.0,5127690000.0,74,173807000.0,140965000.0,338877000.0,338877000.0,4980370000.0,4980370000.0
random_copy_29_5,1,1968000000,1416000,6098730000.0,5704800000.0,90,192256000.0,161446000.0,382404000.0,382404000.0,4984210000.0,4984210000.0
random_copy_29_5,1,1968000000,1608000,7278740000.0,7025610000.0,83,238811000.0,212386000.0,476635000.0,476635000.0,4984520000.0,4984520000.0
random_copy_29_5,1,1968000000,1800000,8411030000.0,7368950000.0,149,252302000.0,223360000.0,502087000.0,502087000.0,4978310000.0,4978310000.0
random_copy_29_5,1,1968000000,2016000,9358340000.0,7014870000.0,76,238755000.0,209281000.0,478833000.0,478833000.0,4960200000.0,4960200000.0
random_copy_29_5,1,1968000000,2208000,10508500000.0,8132890000.0,142,277596000.0,254842000.0,557674000.0,557674000.0,4981220000.0,4981220000.0
random_copy_29_5,1,1968000000,2352000,11006900000.0,7474680000.0,59,254941000.0,227012000.0,512027000.0,512027000.0,4983950000.0,4983950000.0
random_copy_29_5,1,2400000000,408000,695245000.0,1083200000.0,127,36510300.0,13132600.0,42878100.0,42878100.0,4990210000.0,4990210000.0
random_copy_29_5,1,2400000000,600000,1710100000.0,2233930000.0,110,75449300.0,46183700.0,126304000.0,126304000.0,4981930000.0,4981930000.0
random_copy_29_5,1,2400000000,816000,2737880000.0,3497910000.0,83,117932000.0,85570700.0,218721000.0,218721000.0,4964490000.0,4964490000.0
random_copy_29_5,1,2400000000,1008000,3856850000.0,4932690000.0,84,166610000.0,127132000.0,323174000.0,323174000.0,4982700000.0,4982700000.0
random_copy_29_5,1,2400000000,1200000,4829030000.0,5471240000.0,92,185124000.0,149908000.0,363970000.0,363970000.0,4968190000.0,4968190000.0
random_copy_29_5,1,2400000000,1416000,6158840000.0,6328080000.0,80,214647000.0,179326000.0,426441000.0,426441000.0,4984130000.0,4984130000.0
random_copy_29_5,1,2400000000,1608000,7333830000.0,6662820000.0,67,225520000.0,193878000.0,451462000.0,451462000.0,4982580000.0,4982580000.0
random_copy_29_5,1,2400000000,1800000,8456470000.0,7821840000.0,84,266497000.0,238895000.0,534156000.0,534156000.0,4976800000.0,4976800000.0
random_copy_29_5,1,2400000000,2016000,9449160000.0,7391900000.0,68,250854000.0,218614000.0,505167000.0,505167000.0,4984860000.0,4984860000.0
random_copy_29_5,1,2400000000,2208000,10584900000.0,7719230000.0,73,262695000.0,231438000.0,529410000.0,529410000.0,4977650000.0,4977650000.0
random_copy_29_5,1,2400000000,2352000,11077500000.0,7903790000.0,57,269345000.0,238291000.0,542802000.0,542802000.0,4974790000.0,4974790000.0
random_copy_26_13,0,534000000,408000,1941620000.0,825655000.0,768,42157000.0,48758000.0,17300.0,17300.0,4970430000.0,4970430000.0
random_copy_26_13,0,534000000,600000,2930380000.0,1225060000.0,386,62483100.0,72546400.0,28023.0,28023.0,4979000000.0,4979000000.0
random_copy_26_13,0,534000000,816000,3934520000.0,1647770000.0,411,84065500.0,97355000.0,7421.0,7421.0,4980190000.0,4980190000.0
random_copy_26_13,0,534000000,1008000,4893880000.0,2040590000.0,1199,104125000.0,120838000.0,17110.0,17110.0,4974580000.0,4974580000.0
random_copy_26_13,0,534000000,1200000,6021130000.0,2501560000.0,405,127549000.0,148028000.0,19641.0,19641.0,4978020000.0,4978020000.0
random_copy_26_13,0,534000000,1416000,6943610000.0,2878280000.0,436,146591000.0,169964000.0,5173.0,5173.0,4980060000.0,4980060000.0
random_copy_26_13,0,534000000,1608000,7980650000.0,3315890000.0,1356,168857000.0,195875000.0,6659.0,6659.0,4982880000.0,4982880000.0
random_copy_26_13,0,534000000,1800000,8956610000.0,3716540000.0,431,189716000.0,220045000.0,32982.0,32982.0,4987670000.0,4987670000.0
random_copy_26_13,0,1320000000,408000,1947730000.0,815300000.0,688,41602700.0,48168100.0,13565.0,13565.0,4984080000.0,4984080000.0
random_copy_26_13,0,1320000000,600000,2930350000.0,1226970000.0,419,62628000.0,72512500.0,4666.0,4666.0,4977630000.0,4977630000.0
random_copy_26_13,0,1320000000,816000,3933080000.0,1647560000.0,1026,83850300.0,97401200.0,10046.0,10046.0,4978700000.0,4978700000.0
random_copy_26_13,0,1320000000,1008000,4908110000.0,2049040000.0,403,104471000.0,121101000.0,21463.0,21463.0,4988150000.0,4988150000.0
random_copy_26_13,0,1320000000,1200000,6023380000.0,2503630000.0,403,127874000.0,148074000.0,3490.0,3490.0,4979940000.0,4979940000.0
random_copy_26_13,0,1320000000,1416000,6947480000.0,2880530000.0,1333,147038000.0,170089000.0,11785.0,11785.0,4981910000.0,4981910000.0
random_copy_26_13,0,1320000000,1608000,7976930000.0,3312550000.0,389,168617000.0,195826000.0,18521.0,18521.0,4979080000.0,4979080000.0
random_copy_26_13,0,1320000000,1800000,8961240000.0,3728810000.0,400,190242000.0,220074000.0,12978.0,12978.0,4989220000.0,4989220000.0
random_copy_26_13,0,1968000000,408000,1946260000.0,815662000.0,354,41626000.0,48187600.0,7215.0,7215.0,4979490000.0,4979490000.0
random_copy_26_13,0,1968000000,600000,2934150000.0,1227950000.0,442,62696400.0,72642600.0,8815.0,8815.0,4984320000.0,4984320000.0
random_copy_26_13,0,1968000000,816000,3941290000.0,1650960000.0,343,84322900.0,97478600.0,1681.0,1681.0,4988880000.0,4988880000.0
random_copy_26_13,0,1968000000,1008000,4898360000.0,2043330000.0,376,104282000.0,120892000.0,1898.0,1898.0,4978150000.0,4978150000.0
random_copy_26_13,0,1968000000,1200000,6036030000.0,2512680000.0,1178,128097000.0,148200000.0,20622.0,20622.0,4990740000.0,4990740000.0
random_copy_26_13,0,1968000000,1416000,6955410000.0,2883860000.0,1376,147157000.0,170363000.0,16840.0,16840.0,4987990000.0,4987990000.0
random_copy_26_13,0,1968000000,1608000,7992890000.0,3322660000.0,375,169604000.0,196055000.0,10090.0,10090.0,4988460000.0,4988460000.0
random_copy_26_13,0,1968000000,1800000,8959390000.0,3727420000.0,1376,189726000.0,220202000.0,31727.0,31727.0,4987680000.0,4987680000.0
random_copy_26_13,0,2400000000,408000,1945220000.0,827368000.0,470,42281800.0,48938200.0,1781.0,1781.0,4977740000.0,4977740000.0
random_copy_26_13,0,2400000000,600000,2933580000.0,1228190000.0,514,62562300.0,72540600.0,3742.0,3742.0,4983940000.0,4983940000.0
random_copy_26_13,0,2400000000,816000,3937690000.0,1649230000.0,506,84102100.0,97570000.0,2544.0,2544.0,4985440000.0,4985440000.0
random_copy_26_13,0,2400000000,1008000,4897490000.0,2045830000.0,459,104298000.0,120788000.0,16168.0,16168.0,4978460000.0,4978460000.0
random_copy_26_13,0,2400000000,1200000,6022820000.0,2507800000.0,362,127988000.0,147968000.0,1086.0,1086.0,4979260000.0,4979260000.0
random_copy_26_13,0,2400000000,1416000,6941150000.0,2877500000.0,363,146681000.0,170206000.0,2152.0,2152.0,4976710000.0,4976710000.0
random_copy_26_13,0,2400000000,1608000,7995310000.0,3323000000.0,383,169482000.0,196370000.0,899.0,899.0,4989940000.0,4989940000.0
random_copy_26_13,0,2400000000,1800000,8961380000.0,3728600000.0,392,189781000.0,220156000.0,22014.0,22014.0,4988520000.0,4988520000.0
random_copy_26_13,1,534000000,408000,1964080000.0,2586660000.0,44,92668000.0,110968000.0,737.0,737.0,4986950000.0,4986950000.0
random_copy_26_13,1,534000000,600000,2945540000.0,3617640000.0,34,129627000.0,154345000.0,711.0,711.0,4979540000.0,4979540000.0
random_copy_26_13,1,534000000,816000,3857800000.0,3575650000.0,31,128167000.0,152894000.0,1126.0,1126.0,4990580000.0,4990580000.0
random_copy_26_13,1,534000000,1008000,4801100000.0,5672600000.0,34,203296000.0,241559000.0,605.0,605.0,4988320000.0,4988320000.0
random_copy_26_13,1,534000000,1200000,5718170000.0,4876060000.0,42,174826000.0,206964000.0,826.0,826.0,4979200000.0,4979200000.0
random_copy_26_13,1,534000000,1416000,6936900000.0,7035690000.0,44,252187000.0,303285000.0,1167.0,1167.0,4988010000.0,4988010000.0
random_copy_26_13,1,534000000,1608000,8023860000.0,7227520000.0,30,259051000.0,310014000.0,1172.0,1172.0,4985510000.0,4985510000.0
random_copy_26_13,1,534000000,1800000,9061840000.0,7724220000.0,37,276927000.0,331702000.0,821.0,821.0,4980500000.0,4980500000.0
random_copy_26_13,1,534000000,2016000,9965790000.0,9731960000.0,43,348864000.0,415340000.0,904.0,904.0,4984840000.0,4984840000.0
random_copy_26_13,1,534000000,2208000,11042300000.0,10104900000.0,34,362196000.0,430696000.0,1301.0,1301.0,4974450000.0,4974450000.0
random_copy_26_13,1,534000000,2352000,11536300000.0,9098250000.0,57,326177000.0,389673000.0,27684.0,27684.0,4986420000.0,4986420000.0
random_copy_26_13,1,1320000000,408000,1960890000.0,2563700000.0,57,91869700.0,109665000.0,921.0,921.0,4978970000.0,4978970000.0
random_copy_26_13,1,1320000000,600000,2950270000.0,3748620000.0,54,134308000.0,159893000.0,608.0,608.0,4986740000.0,4986740000.0
random_copy_26_13,1,1320000000,816000,3848090000.0,4860770000.0,57,174155000.0,207351000.0,653.0,653.0,4978650000.0,4978650000.0
random_copy_26_13,1,1320000000,1008000,4788620000.0,6293650000.0,54,225518000.0,267687000.0,889.0,889.0,4975460000.0,4975460000.0
random_copy_26_13,1,1320000000,1200000,5720070000.0,7288290000.0,53,261233000.0,311588000.0,795.0,795.0,4980950000.0,4980950000.0
random_copy_26_13,1,1320000000,1416000,6919690000.0,8125530000.0,58,291174000.0,347772000.0,885.0,885.0,4976140000.0,4976140000.0
random_copy_26_13,1,1320000000,1608000,8009790000.0,7782360000.0,57,278959000.0,332794000.0,1130.0,1130.0,4978460000.0,4978460000.0
random_copy_26_13,1,1320000000,1800000,9068080000.0,11360400000.0,58,406978000.0,486615000.0,657.0,657.0,4985590000.0,4985590000.0
random_copy_26_13,1,1320000000,2016000,9951520000.0,10438600000.0,60,374140000.0,446621000.0,1109.0,1109.0,4980190000.0,4980190000.0
random_copy_26_13,1,1320000000,2208000,11069900000.0,13393500000.0,130,479843000.0,569236000.0,1630.0,1630.0,4990840000.0,4990840000.0
random_copy_26_13,1,1320000000,2352000,11513200000.0,13761000000.0,54,493031000.0,583007000.0,1235.0,1235.0,4980200000.0,4980200000.0
random_copy_26_13,1,1968000000,408000,1958990000.0,2582950000.0,56,92543600.0,110053000.0,602.0,602.0,4974260000.0,4974260000.0
random_copy_26_13,1,1968000000,600000,2943150000.0,3256100000.0,48,116703000.0,138882000.0,703.0,703.0,4976160000.0,4976160000.0
